source_name
老年冠心病慢病管理指南_王杨淦 (1)
老年慢性冠状动脉综合征高危患者抗栓管理中国专家共识
高龄老年冠心病诊治中国专家共识
高龄老年慢性冠状动脉综合征患者抗栓治疗专家共识2025
恶性肿瘤患者冠心病预防与管理中国专家共识
《冠心病合并抑郁焦虑的认知临床诊疗指南》的团体标准
心理应激导致稳定性冠心病患者心肌缺血的诊断与治疗专家共识 (1)
冠心病合并2型糖尿病患者的血糖管理专家共识
冠心病合并2型糖尿病患者的血糖管理专家共识_刘靖
脑卒中合并稳定性冠心病运动康复专家共识_杨坚 (1)
中国冠状动脉旁路移植术后二级预防专家共识(2020版)
中国动脉化冠状动脉旁路移植术专家共识2019版
冠状动脉旁路移植术后再次血运重建策略中国专家共识（2022版）
冠状动脉旁路移植术后心脏康复专家共识
冠状动脉旁路移植术围术期神经系统并发症评估与管理专家共识
308+nm准分子激光冠状动脉介入应用中国专家共识
中国冠状动脉左主干分叉病变介入治疗指南
中国冠状动脉慢性完全闭塞病变介入治疗推荐路径
中国冠状动脉杂交血运重建专家共识(2022)
中国心脏内、外科冠心病血运重建专家共识
光学相干断层成像技术在冠心病介入诊疗中应用的中国专家共识
光学相干断层成像技术在冠心病介入诊疗领域的应用中国专家建议
冠状动脉CTO病变PCI前向开通技术中国专家共识
冠状动脉介入-肺癌切除杂交手术中国专家共识
冠状动脉介入-肺癌切除杂交手术中国专家共识_冠状动脉介入-肺癌切除杂交手术中国专家共识编写组_
冠状动脉内影像学临床应用专家共识（第一部分）：对冠状动脉介入治疗的指导与优化
冠状动脉复杂CTO病变PCI逆向开通技术专家共识
复杂冠心病血运重建策略内外科专家共识_林深
延长导管在冠状动脉介入诊疗中的应用专家共识（2026年）
经皮冠状动脉介入治疗围术期非口服抗凝药物临床应用中国专家共识
经皮冠状动脉介入治疗患者术后长期管理中国专家共识
经皮冠状动脉介入治疗指南（2025）
经皮冠状动脉介入治疗术后口服抗栓策略优化专家共识
经远端桡动脉行冠状动脉介入诊疗中国专家共识
中国冠心病康复循证实践指南(2024版)第一部分 (1)
中国冠心病康复循证实践指南(2024版)第二部分 (1)
冠心病患者心脏康复健康教育处方护理专家共识
慢性冠状动脉综合征患者运动康复分级诊疗中国专家共识
稳定性冠心病康复治疗与护理实践中国专家共识 (1)
稳定性冠心病心脏康复药物处方管理专家共识 (1)
冠心病炎症风险筛查与诊断专家建议
遗传检测与冠心病风险评估中国专家共识（2023版）
青年冠状动脉疾病的早期筛查和预防专家共识
冠心病CT检查和诊断中国专家共识
冠状动脉CT血流储备分数应用临床路径中国专家共识
有源器械治疗冠状动脉严重钙化病变的专家共识
慢性冠状动脉综合征负荷超声心动图检查临床实践指南(2023版)
血管内超声在冠状动脉疾病中应用的中国专家共识（2018）
中国心力衰竭患者高钾血症管理专家共识
中国心力衰竭诊断与治疗质量评价和控制指标专家共识
中国心力衰竭诊断和治疗指南2024
中国心力衰竭防治进展报告（白皮书）_王华
心力衰竭SGLT2抑制剂临床应用的中国专家共识_廖玉华
心力衰竭容量管理中国专家建议
心力衰竭患者利尿剂抵抗诊断及管理中国专家共识_董蔚
心力衰竭患者超滤治疗护理的专家共识
心力衰竭药物治疗相关高钾血症防治专家共识
自体干细胞移植治疗心力衰竭中国专家共识（2022）
舒张性心力衰竭诊断和治疗专家共识_廖玉华
血管紧张素受体‑脑啡肽酶抑制剂在心力衰竭患者中应用的中国专家共识
进展期心力衰竭综合管理中国专家共识_进展期心力衰竭综合管理中国专家共识制定工作组_
钙增敏剂在心力衰竭中的临床应用专家建议
动脉型肺动脉高压所致右心衰竭诊治的中国专家共识
射血分数保留的心力衰竭诊断与治疗中国专家共识2025
县域心力衰竭合理用药与综合管理指南（下）：急性心力衰竭诊治与心力衰竭综合管理_中国药师协会
左西孟旦治疗急性心衰临床应用专家共识
急性心力衰竭中国急诊管理指南（2022）
县域心力衰竭合理用药与综合管理指南（上）：诊断、评估与慢性心力衰竭治疗_中国药师协会_
心力衰竭合并慢性阻塞性肺疾病的多学科管理专家共识
慢性心力衰竭“新四联”药物治疗临床决策路径专家共识_葛均波
慢性心力衰竭加重患者的综合管理中国专家共识2022_王华
慢性心力衰竭心脏康复中国专家共识
儿童心力衰竭电解质及微量元素管理专家共识
中国心力衰竭基层诊疗与管理指南（实践版·2024）
女性慢性心力衰竭管理的中国专家共识
老年人慢性心力衰竭诊治中国专家共识(2021)
老年心力衰竭慢病管理指南_中国老年学和老年医学学会_
老年慢性心力衰竭全周期康复专家共识
射血分数保留的心力衰竭伴高血压患者管理中国专家共识_李新立
心力衰竭早期筛查与一级预防中国专家共识（2024年）
心力衰竭生物标志物临床应用中国专家共识
中国成人心力衰竭超声心动图规范化检查专家共识
室上性心动过速诊断及治疗中国专家共识（2021）
平板运动试验辅助诊断长QT综合征规范操作中国专家共识2026
心动过缓和传导异常患者的评估与管理中国专家共识2020
抗心律失常药物临床应用中国专家共识
无创心电生理检查中新型冠状病毒肺炎防控专家建议_杨晓云
索他洛尔抗心律失常中国专家共识_浦介麟
艾司洛尔注射液抗心律失常中国专家建议
2020室性心律失常中国专家共识(2016共识升级版)_曹克将
室性心律失常中国专家共识_曹克将
2022中国孤立性房颤复合消融治疗专家共识
中国心房颤动管理指南(2025)
冠心病合并心房颤动患者抗栓管理中国专家共识
导管消融联合左心耳封堵一站式介入治疗心房颤动的技术规范专家共识（2025）概要_亚洲心律学会左心耳封堵专业委员会_
心房颤动患者心脏康复中国专家共识
心房颤动脉冲场消融手术麻醉管理中国专家共识(2025版)
心房颤动节律控制药物规范应用专家共识
急性心房颤动中国急诊管理指南（2024）
经冷冻球囊导管消融心房颤动中国专家共识
老年心房颤动诊治中国专家共识（2024）
脉冲消融术治疗心房颤动临床使用及操作流程专家共识
中国儿童心律失常导管消融专家共识
儿童血管迷走性晕厥及体位性心动过速综合征治疗专家共识
室上性心动过速基层合理用药指南
室性心律失常中国专家共识基层版_曹克将
女性心律失常诊治专家共识
老年心律失常慢病管理指南_余佳骏
高龄心房颤动患者抗凝治疗中国专家共识(2024)
慢性肾脏病合并非瓣膜性心房颤动患者抗凝管理的专家共识
成人心血管外科术后心律失常治疗专家共识_李白翎
QT间期延长的监测与风险评估专家共识
心脏离子通道病和致心律失常性心肌病基因检测评估中国专家共识
心律失常导管消融日间手术护理专家共识_国家心血管病专家委员会护理专业委员会_
心律失常射频消融术介入技师操作规范专家共识
全皮下植入型心律转复除颤器中国专家共识（2023）
无导线起搏器临床应用中国专家共识（2022）
普通心脏起搏器和植入型心律转复除颤器手术操作规范中国专家共识（2023）
植入型心律转复除颤器临床应用中国专家共识（2021）
复发性心包炎临床诊疗专家共识
中国成人心肌炎临床诊断与治疗指南2024
中国成人暴发性心肌炎诊断和治疗指南
儿童暴发性心肌炎诊治专家建议（2025）
中国心肌病综合管理指南2025
围生期心肌病诊断和治疗中国专家共识2021
心肌病心内膜心肌活检及病理检查临床应用指南
心肌病抗凝治疗中国专家共识_心肌病抗凝治疗中国专家共识专家组
缺血性心肌病心血管MR临床应用专家共识_武睿
缺血性心肌病血运重建专家共识
中国扩张型心肌病诊断和治疗指南_杨杰孚
中国法布雷病超声心动图规范化筛查指南(2024版)
成人法布雷病心肌病诊断与治疗中国专家共识
中国成人肥厚型心肌病诊断与治疗指南2023_国家心血管病中心心肌病专科...与治疗指南2023”专家组
中国肥厚型心肌病指南2022
成人肥厚型心肌病康复和运动管理中国专家共识
梗阻性肥厚型心肌病治疗目标中国专家共识
肥厚型心肌病心脏磁共振图像标注专家共识
肥厚型心肌病激发_负荷超声心动图临床应用指南(2024版)
儿童扩张型心肌病诊断与治疗专家共识（2024）
慢性肾脏病相关心肌病综合管理中国专家共识(2024版)
心磁图辅助缺血性心肌病风险评估专家共识(2026版)_四川省医学会心电生理与起搏专业委员会_
超声心动图诊断心肌病临床应用指南
心血管疾病与认知障碍中国专家共识
心血管疾病患者体重管理专家共识（2025）
心血管病合并糖代谢异常患者心血管风险综合管理中国专家共识
慢性阻塞性肺疾病合并心血管疾病诊治管理专家共识
老年人心肾综合征利尿剂应用的中国专家共识
老年人心脑血管病和糖尿病共病管理中国专家共识
肿瘤心脏病医药联合门诊药学管理专家共识
心血管疾病合并慢性肾脏病早期筛查及规范管理专家共识（2024版）
心血管疾病合并甲状腺功能异常临床诊治专家共识
转甲状腺素蛋白心脏淀粉样变诊断与治疗中国专家共识
转甲状腺素蛋白淀粉样变性多学科协作筛查与诊断路径专家共识
心血管疾病患者阻塞性睡眠呼吸暂停评估与管理专家共识(2024版)
改善心血管和肾脏结局的新型抗高血糖药物临床应用中国专家建议_葛均波
糖尿病患者合并心血管疾病诊治专家共识(2026年版)
心血管-肾脏-代谢综合征患者的综合管理中国专家共识
心血管-肾脏-代谢综合征联合用药与个体化选择治疗专家共识
心血管-肾脏-代谢综合征评估、诊断、治疗专家共识
高尿酸血症营养和运动指导原则（2024年版）
中国临床戒烟指南（2026年版）
中国心血管病一级预防指南
中国心血管病预防指南（2017）
常见心血管疾病患者流行性感冒疫苗接种专家意见
心血管运动医学指南
中国心血管病一级预防指南基层版
老年心血管疾病增强型体外反搏康复处方中国专家共识
在心血管科就诊患者心理处方中国专家共识（2020版）
前蛋白转化酶枯草溶菌素Kexin_9型抑制剂在缺血性卒中二级预防中的临床应用专家共识_王拥军
中国心血管疾病患者居家康复专家共识
人工智能在增龄相关衰弱患者康复中的应用专家共识_黄丽萍
医院主导的家庭心脏康复中国专家共识
县域心脏康复综合管理指南_中国药师协会_
心脏康复分级诊疗中国专家共识_车琳
心脏植入式电子装置植入术后患者运动康复管理专家共识
心血管疾病患者门诊运动康复专家共识
成人运动康复心血管风险评估与防范专家共识
数字医疗在心脏康复中的应用中国专家共识
中国重症心血管疾病患者临床营养评估和管理专家共识_刘鹏举
急性冠状动脉综合征患者早期抗栓治疗及院间转运专家共识
急性冠状动脉综合征抗栓治疗合并出血防治多学科专家共识
急性冠状动脉综合征特殊人群抗血小板治疗中国专家建议
急性冠状动脉综合征非血运重建患者抗血小板治疗中国专家共识（2018）
新型冠状病毒肺炎防控形势下急性心肌梗死诊治流程和路径的中国专家共识（第1版）_卜军
质子泵抑制剂在急性冠状动脉综合征患者中应用的争议与共识_王一佳__
青年急性心肌梗死诊断和治疗专家建议
ST段抬高型心肌梗死患者急诊PCI微循环保护策略中国专家共识 (1)
ST段抬高型急性心肌梗死院前溶栓治疗中国专家共识
急性ST段抬高型心肌梗死溶栓治疗专家共识
急性ST段抬高型心肌梗死溶栓治疗专家共识_黄强 (1)
急性ST段抬高型心肌梗死经皮冠状动脉介入治疗术中冠状动脉内溶栓专家共识（2025）
急性ST段抬高型心肌梗死诊断和治疗指南（2019）
非ST段抬高型急性冠脉综合征诊断和治疗指南（2024）
ST段抬高型心肌梗死基层合理用药指南 (1)
非ST段抬高型急性冠状动脉综合征基层合理用药指南
高龄老年(≥75岁)急性冠状动脉综合征患者规范化诊疗中国专家共识_杨跃进
急性冠状动脉综合征患者血脂管理临床路径专家共识_张峰
2020心肌梗死后心力衰竭防治专家共识
急性心肌梗死后心室重构防治专家共识
建立急性心肌梗死合并心原性休克综合救治体系的中国专家共识
急性冠脉综合征急诊快速诊治指南(2019)
急性冠脉综合征急诊快速诊治指南(2019)_中国医师协会急诊医师分会
急性心肌梗死合并心原性休克诊断和治疗中国专家共识（2021）
生长分化因子-15在急性冠状动脉综合征中急诊临床应用的专家共识
急性冠状动脉综合征患者院外长期随访管理共识
血小板功能检测在急性冠脉综合征患者抗血小板治疗中的应用专家共识
心肌梗死心电图诊断标准和报告规范中国专家共识_中国女医师协会心脏与血管专业委员会_ (2)
ECMO支持期间药物调整专家共识（2025）
中国心脏骤停中心建设专家共识
低心排血量综合征中国专家共识_张海涛
心脏骤停后目标温度管理护理专家共识_北京护理学会急诊专业委员会
心脏骤停后高质量目标温度管理专家共识（2024）
成人V-A+ECMO血流动力学管理共识(2026版)
县域心血管危重症机械循环支持及肾脏替代治疗的应用指南
急性循环衰竭中国急诊临床实践专家共识
成人脓毒症相关心肌损伤和(或)心功能障碍_急诊专家共识
心脏介入诊疗术中并发急性心脏压塞急救与护理专家共识_侯桂华
平板运动试验临床规范应用的中国专家共识
心电向量图诊断术语规范化中国专家共识（2025）_潘月
心电高频QRS检查临床应用专家建议（2024版)
心肺运动试验临床规范应用中国专家共识
心血管影像临床试验规范专家共识
无创性心血管影像学技术临床适用标准中国专家共识
智能可穿戴设备在心血管领域应用的专家建议
高原地区心肺运动试验应用专家共识
心脏生物标志物用于肿瘤治疗相关心血管毒性的筛查和管理中国专家共识（2024版）
心脏磁共振评价恶性肿瘤免疫检查点抑制剂心脏系统免疫相关不良反应中国专家共识
抗肿瘤治疗心血管损害超声心动图检查专家共识
缺血性卒中患者心脏磁共振检查专家共识
急诊胸痛心血管标志物检测专家共识
生物标志物用于体检人群心血管病风险评估的专家共识
CT血管成像在急性胸痛临床应用专家共识
SPECT心肌灌注显像技术与图像处理要点专家共识(2019版)
常见单基因遗传性心血管病基因变异致病性分析中国专家共识
B型利钠肽及N末端B型利钠肽前体实验室检测与临床应用中国专家共识
心肌肌钙蛋白实验室检测与临床应用中国专家共识
急性非创伤性胸痛生物标志物联合检测专家共识（2024版）
胸痛中心规范化应用主要心血管生物标志物专家共识（2024）
规范应用心肌肌钙蛋白和利钠肽现场快速检测专家共识（2020年）_叶绍东
遗传性心血管疾病基因检测和遗传咨询中国专家共识
18导动态心电图专家共识_卢喜烈
心电图危急值2017中国专家共识——中国心电学会危急值专家工作组
心电图报告规范化书写专家共识(2026)_山东省医学会心电学分会_
植入型心电监测仪临床应用2020年中国专家共识
远程心电图质量控制中国专家共识(2026版)
基于疾病及临床应用场景的心脏磁共振检查指南
心血管磁共振成像技术检查规范中国专家共识_杨旗
多普勒超声腔内心电一体化引导建立和维护中心血管通路专家共识_张海军
心脏淀粉样变超声心动图规范化检查中国专家共识(2023版)
心脏移植术后超声心动图检查规范化临床应用指南（2023版）
心腔内超声心动图中国专家共识_钟敬泉
经食管超声心动图临床应用中国专家共识
超声心动图评估心脏收缩和舒张功能临床应用指南
三尖瓣反流经导管治疗的中国专家共识
经导管三尖瓣环成形术中国专家共识(试行版)
主动脉瓣狭窄合并冠状动脉疾病的评估和管理中国专家共识2025_《主动脉瓣狭窄合并冠状动脉...专家共识2025》编写组_
单纯主动脉瓣反流经股动脉主动脉瓣置换中国专家共识2023
经导管二尖瓣缘对缘修复术患者心脏康复中国专家共识
成人瓣膜性心脏病围术期管理专家共识(2025年)
中国经导管主动脉瓣置入术(TAVI)多学科专家共识
中国经导管主动脉瓣置换术临床路径专家共识(2024版)
中国经导管主动脉瓣置换术临床路径专家共识
经导管主动脉瓣植入术后抗血栓治疗中国专家共识
经导管主动脉瓣置入术围术期超声心动图检查专家共识
经导管主动脉瓣置入术超声心动图检查指南(2023版)
经导管主动脉瓣置换术CT规范化评估中国专家共识
经导管主动脉瓣置换术中国专家共识(2025版)
经导管主动脉瓣置换术后运动康复专家共识
经导管主动脉瓣置换术围手术期共病诊治中国专家共识
经心尖经导管主动脉瓣置换术围手术期护理专家共识_周云英
中国成人心脏瓣膜病超声心动图规范化检查专家共识_郭颖
Omega-3脂肪酸在心血管疾病防治中的作用中国专家共识
三高”共管规范化诊疗中国专家 共识（2023版）
中国衰老与抗衰老专家共识（2019年）_何琪杨
伊伐布雷定临床与药学实践专家共识_张玉
伊伐布雷定临床应用中国专家共识
低镁血症诊断与治疗专家共识_低镁血症诊断与治疗专家共识工作组__
六分钟步行试验临床规范应用中国专家共识
兰地洛尔临床应用中国专家共识
区域健康体检质控中心重要异常结果管理专家共识（试行版）_北京市海淀区体检质量控制与改进中心_
单片固定剂量复方制剂在心血管疾病防控中应用的中国专家共识
双心门诊建设规范中国专家共识
咖啡与健康的相关科学共识（2024）
国家基本药物目录（2026年版）
增强型体外反搏治疗缺血性脑血管病中国专家建议(2025版)
增强型体外反搏质量控制管理与临床疗效评估中国专家共识_沈琳
复方利血平氨苯蝶啶片(O号~_)临床应用中国专家共识2021版_李静
复方利血平氨苯蝶啶片临床应用中国专家共识_李静
多巴胺药物临床应用中国专家共识
小干扰RNA降脂药物药学专家共识_赵紫楠
左心室肥厚诊断和治疗临床路径中国专家共识2023
心原性猝死尸检和分子诊断中国专家共识_中华医学会病理学分会心血管疾病学组__
心肌肌球蛋白抑制剂药物治疗专家共识
心血管疾病患者血糖波动管理的专家共识
慢性心血管疾病患者自我健康管理指南
改善心肌代谢药物临床应用中国专家共识(2021)
新型冠状病毒感染相关心肌损伤的诊断与治疗中国专家共识
晕厥诊断与治疗中国专家共识（2018）
替格瑞洛临床应用中国专家共识
沙库巴曲缬沙坦钠共晶物药学特性专家共识_胡欣
泛血管疾病代谢异常与疼痛管理专家共识
泛血管疾病代谢异常管理专家共识（2024版）
洋地黄类药物临床应用中国专家共识
盐皮质激素受体拮抗剂临床应用多学科中国专家共识（2022）
直立倾斜试验规范应用中国专家共识2022_侯月梅
眩晕急诊诊断与治疗专家共识
硝苯地平不同制剂临床应用的中国专家共识_陈源源
空气污染与心血管疾病专家共识_李镒冲
窦性心率震荡临床应用中国专家共识(2019)_郭继鸿
肌酸激酶异常诊治与管理专家共识(2025)_海峡两岸医药卫生交流协会全科医学分会
肺静脉狭窄诊治中国专家共识
腺苷注射液在心血管疾病诊疗中的临床应用中国专家共识
药物涂层球囊临床应用中国专家共识（第二版）_陈韵岱
蛋白酶体抑制剂心血管毒性监测和管理中国专家共识（2025版）_王卫定
血管衰老临床评估与干预中国专家共识(2024版)
输血相关循环超负荷临床诊治的专家共识(2026版)_中国输血协会临床输血学专业...专家共识2026版》编写组
运动相关心血管事件风险的评估与监测中国专家共识_赵之光
铝镁匹林片(Ⅱ)在心脑血管疾病中的临床应用中国专家共识(2017)
非HDL-C与心血管疾病风险关系及临床管理专家共识
非奈利酮临床应用多学科专家共识（2025版）
高同型半胱氨酸血症诊疗专家共识_孔娟
基层“三高”共管多学科团队建立与工作流程专家共识（2025年）
沙库巴曲缬沙坦钠在基层心血管疾病临床应用的专家共识_杜雪平
预激综合征基层诊疗指南（2019年）
老年人内在能力筛查与综合评估中国专家共识
老年人多重用药评估与管理中国专家共识(2024)
老年人心血管疾病合并神经精神疾病多重用药风险防控专家共识
老年共病管理中国专家共识(2023)
老年心肺功能减退全流程健康管理方案专家共识
老年心血管病多学科诊疗共识_王增武
老年患者6分钟步行试验临床应用中国专家共识
老年患者低钠血症的诊治中国专家建议
老年患者非心脏手术围手术期心血管风险评估和管理的中国专家共识(2023)
非奈利酮在老年疾病临床应用的中国专家共识(2025版)
心源性卒中诊断中国专家共识(2020)
经桡动脉介入诊疗患者术肢并发症预防及护理专家共识
眩晕急诊诊断与治疗指南（2021年）
钙通道阻滞剂中毒急诊诊治专家共识
核素心肌显像临床应用指南（2018）
核素心肌显像规范化报告书写专家共识(2018版)
中国成人动脉型肺动脉高压医疗质量控制指标体系专家共识
中国肺动脉高压诊治临床路径
新生儿持续肺动脉高压诊疗指南(2025年版)
中国器官移植受者血脂管理指南(2016版)_马麟麟
中国肾脏移植受者血脂异常临床诊疗指南（2023版）
中国血脂管理指南（2023年）_王增武
全面管理血脂相关心血管风险专家共识（2025）
冠状动脉粥样硬化性心脏病猝死防治专家共识（2024）
动脉粥样硬化性心血管疾病患者降胆固醇药物治疗管理专家共识_方振威
动脉粥样硬化患者甘油三酯升高的管理中国专家共识
成人高脂血症食养指南（2023年版）
泛血管疾病患者血脂管理专家共识（2025版）
经皮主动脉瓣置入患者冠状动脉粥样硬化性心脏病管理专家共识
脂蛋白(a)与心血管疾病风险关系及临床管理的专家科学建议
血小板糖蛋白Ⅱb_Ⅲa受体拮抗剂在冠状动脉粥样硬化性心脏病治疗的中国专家共识(2016)_刘晓丽
血脂异常医学营养管理专家共识
血脂报告单规范化中国专家指导建议
起始降胆固醇策略选择的中国专家共识_国家心血管病专家委员会心血管代谢医学专业委员会_
超高危动脉粥样硬化性心血管疾病患者血脂管理中国专家共识
降胆固醇单片复方制剂临床应用中国专家共识
非传统血脂指标与动脉粥样硬化性心血管疾病风险管理中国专家共识
高脂血症营养和运动指导原则（2024年版）
动脉粥样硬化斑块的筛查与临床管理专家共识
家族性高胆固醇血症筛查与诊治中国专家共识
纯合子家族性高胆固醇血症早期筛查与管理中国专家共识（2024年）
儿童脂质异常血症诊治专家共识（2022）
中国血脂管理指南（基层版2024年）
动脉粥样硬化性缺血性卒中_短暂性脑缺血发作合并冠心病诊治中国专家共识（基层版2025年）_动脉粥样硬化性缺血性卒中合...专家共识修订联合专家委员会
国家基层糖尿病患者血脂管理指南（2025版）
混合型高脂血症基层诊疗中国专家共识（2024年）
≥75岁老年患者血脂异常管理的专家共识_钱海燕
老年人血脂异常管理中国专家共识
2型糖尿病合并动脉粥样硬化性心血管疾病患者降糖药物应用专家共识_洪天配
成人2型糖尿病及糖尿病前期患者动脉粥样硬化性心血管疾病预防与管理专家共识（2026年）
动脉粥样硬化性缺血性卒中_短暂性脑缺血发作合并冠心病诊治中国专家共识（2022）
他汀不耐受的临床诊断与处理中国专家共识
口服抗栓药物相关消化道损伤防治专家共识（2026年）
泛血管疾病抗栓治疗中国专家共识（2024版）
低分子肝素临床应用中国专家共识_中国药师协会精准药学工作委员会_
口服抗凝药居家管理中国专家共识（2024版）
口服抗凝药物治疗管理路径专家共识
抗凝药物审方规则专家共识
模型引导的华法林精准用药：中国专家共识(2022版)_张进华
肝素诱导的血小板减少症中国专家共识(2017)
常用口服抗血小板药物不耐受及低反应性人群诊疗专家共识
抗血小板药物消化道黏膜损伤防治多学科专家共识
氯吡格雷_阿司匹林单片复方制剂抗血小板治疗中国专家共识_徐亚伟
α受体阻滞剂降压治疗中国专家共识_王继光
β受体阻滞剂钙通道阻滞剂单片复方制剂在高血压患者中的应用中国专家共识
中主动脉综合征致高血压诊断与治疗多学科专家共识(2026)_北京高血压防治协会特殊类型高血压精准诊治专业委员会
中国中青年高血压管理专家共识_刘靖
中国器官移植受者的高血压诊疗指南(2015版)_马麟麟
中国肾脏移植受者高血压临床诊疗指南
中国高血压临床实践指南
中国高血压患者心率管理多学科专家共识（2021年版）_施仲伟
中国高血压防治指南(2024年修订版)_中国高血压防治指南修订委员会_
健康体检血压管理中国专家共识_中国高血压联盟__
可乐定控释贴剂在高血压治疗中应用的专家共识_刘靖
同步四肢血压和臂踝脉搏波速度测量临床应用中国专家共识
培哚普利_吲达帕胺固定剂量复方制剂降压治疗中国专家共识_王文
夜间高血压管理中国专家共识_刘靖
帕金森病血压管理专家共识
强化血压控制中国专家建议_郭艺芳
急性高海拔暴露后血压升高管理中国专家共识_陈晓平
成人高血压食养指南（2023年版）
成年人精神压力相关高血压诊疗专家共识
提高高血压患者药物治疗依从性和改善血压控制中国专家共识_高血压药物治疗依从性共识修订联合专家委员会
智能可穿戴设备在中青年血压管理中应用中国专家共识_刘靖
经皮去肾交感神经术治疗高血压专家建议
经皮去肾神经术治疗高血压临床路径中国专家共识(2025版)
高血压合并冠心病患者血压管理中国专家共识
高血压合并左心室肥厚临床管理路径专家共识_苏州工业园区东方华夏心血管健康研究院
高血压合并左心室肥厚诊治专家共识
高血压急症的问题中国专家共识_孙英贤
高血压患者心率管理中国专家共识_施仲伟
高血压患者药物治疗管理路径专家共识
高血压患者血压季节性变化临床管理中国专家共识_郭艺芳
